2.09	7.91	94.92	0.409
2.1	7.9	94.8	0.41
2.11	7.89	94.68	0.411
2.12	7.88	94.56	0.412
2.13	7.87	94.44	0.413
2.14	7.86	94.32	0.414
2.15	7.85	94.2	0.415
2.16	7.84	94.08	0.416
2.17	7.83	93.96	0.417
2.18	7.82	93.84	0.418
2.19	7.81	93.72	0.419
2.2	7.8	93.6	0.42
2.21	7.79	93.48	0.421
2.22	7.78	93.36	0.422
2.23	7.77	93.24	0.423
2.24	7.76	93.12	0.424
2.25	7.75	93	0.425
2.26	7.74	92.88	0.426
2.27	7.73	92.76	0.427
2.28	7.72	92.64	0.428
2.29	7.71	92.52	0.429
2.3	7.7	92.4	0.43
2.31	7.69	92.28	0.431
2.32	7.68	92.16	0.432
2.33	7.67	92.04	0.433
2.34	7.66	91.92	0.434
2.35	7.65	91.8	0.435
2.36	7.64	91.68	0.436
2.37	7.63	91.56	0.437
2.38	7.62	91.44	0.438
2.39	7.61	91.32	0.439
2.4	7.6	91.2	0.44
2.41	7.59	91.08	0.441
2.42	7.58	90.96	0.442
2.43	7.57	90.84	0.443
2.44	7.56	90.72	0.444
2.45	7.55	90.6	0.445
2.46	7.54	90.48	0.446
2.47	7.53	90.36	0.447
2.48	7.52	90.24	0.448
2.49	7.51	90.12	0.449
2.5	7.5	90	0.45
